Date,Australia,Austria,Belgium,Canada,Denmark,Finland,France,Germany,Hong Kong,Ireland,Israel,Italy,Japan,Netherlands,New Zealand,Norway,Portugal,Singapore,Spain,Sweden,Switzerland,United Kingdom,USA
1970-01-01,100,100,100,100,100,,100,100,100,,,100,100,100,,100,,100,100,100,100,100,100
1970-01-02,100,100,100,100,100,,100,100,100,,,100,100,100,,100,,100,100,100,100,100,100
1970-01-05,100,100,100,100,100,,100,100,100,,,100,100,100,,100,,100,100,100,100,100,100
1970-01-06,100,100,100,100,100,,100,100,100,,,100,100,100,,100,,100,100,100,100,100,100
1970-01-07,100,100,100,100,100,,100,100,100,,,100,100,100,,100,,100,100,100,100,100,100
1970-01-08,100,100,100,100,100,,100,100,100,,,100,100,100,,100,,100,100,100,100,100,100
1970-01-09,100,100,100,100,100,,100,100,100,,,100,100,100,,100,,100,100,100,100,100,100
1970-01-12,100,100,100,100,100,,100,100,100,,,100,100,100,,100,,100,100,100,100,100,100
1970-01-13,100,100,100,100,100,,100,100,100,,,100,100,100,,100,,100,100,100,100,100,100
1970-01-14,100,100,100,100,100,,100,100,100,,,100,100,100,,100,,100,100,100,100,100,100
1970-01-15,100,100,100,100,100,,100,100,100,,,100,100,100,,100,,100,100,100,100,100,100
1970-01-16,100,100,100,100,100,,100,100,100,,,100,100,100,,100,,100,100,100,100,100,100
1970-01-19,100,100,100,100,100,,100,100,100,,,100,100,100,,100,,100,100,100,100,100,100
1970-01-20,100,100,100,100,100,,100,100,100,,,100,100,100,,100,,100,100,100,100,100,100
1970-01-21,100,100,100,100,100,,100,100,100,,,100,100,100,,100,,100,100,100,100,100,100
1970-01-22,100,100,100,100,100,,100,100,100,,,100,100,100,,100,,100,100,100,100,100,100
1970-01-23,100,100,100,100,100,,100,100,100,,,100,100,100,,100,,100,100,100,100,100,100
1970-01-26,100,100,100,100,100,,100,100,100,,,100,100,100,,100,,100,100,100,100,100,100
1970-01-27,100,100,100,100,100,,100,100,100,,,100,100,100,,100,,100,100,100,100,100,100
1970-01-28,100,100,100,100,100,,100,100,100,,,100,100,100,,100,,100,100,100,100,100,100
1970-01-29,100,100,100,100,100,,100,100,100,,,100,100,100,,100,,100,100,100,100,100,100
1970-01-30,96.743,99.769,100.681,102.195,100.202,,103.671,94.971,105.158,,,103.906,98.135,94.277,,103.799,,98.707,103.69,95.944,97.346,99.069,92.592
1970-02-02,96.743,99.769,100.681,102.195,100.202,,103.671,94.971,105.158,,,103.906,98.135,94.277,,103.799,,98.707,103.69,95.944,97.346,99.069,92.592
1970-02-03,96.743,99.769,100.681,102.195,100.202,,103.671,94.971,105.158,,,103.906,98.135,94.277,,103.799,,98.707,103.69,95.944,97.346,99.069,92.592
1970-02-04,96.743,99.769,100.681,102.195,100.202,,103.671,94.971,105.158,,,103.906,98.135,94.277,,103.799,,98.707,103.69,95.944,97.346,99.069,92.592
1970-02-05,96.743,99.769,100.681,102.195,100.202,,103.671,94.971,105.158,,,103.906,98.135,94.277,,103.799,,98.707,103.69,95.944,97.346,99.069,92.592
1970-02-06,96.743,99.769,100.681,102.195,100.202,,103.671,94.971,105.158,,,103.906,98.135,94.277,,103.799,,98.707,103.69,95.944,97.346,99.069,92.592
1970-02-09,96.743,99.769,100.681,102.195,100.202,,103.671,94.971,105.158,,,103.906,98.135,94.277,,103.799,,98.707,103.69,95.944,97.346,99.069,92.592
1970-02-10,96.743,99.769,100.681,102.195,100.202,,103.671,94.971,105.158,,,103.906,98.135,94.277,,103.799,,98.707,103.69,95.944,97.346,99.069,92.592
1970-02-11,96.743,99.769,100.681,102.195,100.202,,103.671,94.971,105.158,,,103.906,98.135,94.277,,103.799,,98.707,103.69,95.944,97.346,99.069,92.592
1970-02-12,96.743,99.769,100.681,102.195,100.202,,103.671,94.971,105.158,,,103.906,98.135,94.277,,103.799,,98.707,103.69,95.944,97.346,99.069,92.592
1970-02-13,96.743,99.769,100.681,102.195,100.202,,103.671,94.971,105.158,,,103.906,98.135,94.277,,103.799,,98.707,103.69,95.944,97.346,99.069,92.592
1970-02-16,96.743,99.769,100.681,102.195,100.202,,103.671,94.971,105.158,,,103.906,98.135,94.277,,103.799,,98.707,103.69,95.944,97.346,99.069,92.592
1970-02-17,96.743,99.769,100.681,102.195,100.202,,103.671,94.971,105.158,,,103.906,98.135,94.277,,103.799,,98.707,103.69,95.944,97.346,99.069,92.592
1970-02-18,96.743,99.769,100.681,102.195,100.202,,103.671,94.971,105.158,,,103.906,98.135,94.277,,103.799,,98.707,103.69,95.944,97.346,99.069,92.592
1970-02-19,96.743,99.769,100.681,102.195,100.202,,103.671,94.971,105.158,,,103.906,98.135,94.277,,103.799,,98.707,103.69,95.944,97.346,99.069,92.592
1970-02-20,96.743,99.769,100.681,102.195,100.202,,103.671,94.971,105.158,,,103.906,98.135,94.277,,103.799,,98.707,103.69,95.944,97.346,99.069,92.592
1970-02-23,96.743,99.769,100.681,102.195,100.202,,103.671,94.971,105.158,,,103.906,98.135,94.277,,103.799,,98.707,103.69,95.944,97.346,99.069,92.592
1970-02-24,96.743,99.769,100.681,102.195,100.202,,103.671,94.971,105.158,,,103.906,98.135,94.277,,103.799,,98.707,103.69,95.944,97.346,99.069,92.592
1970-02-25,96.743,99.769,100.681,102.195,100.202,,103.671,94.971,105.158,,,103.906,98.135,94.277,,103.799,,98.707,103.69,95.944,97.346,99.069,92.592
1970-02-26,96.743,99.769,100.681,102.195,100.202,,103.671,94.971,105.158,,,103.906,98.135,94.277,,103.799,,98.707,103.69,95.944,97.346,99.069,92.592
1970-02-27,95.515,98.35,100.495,106.475,98.297,,100.642,91.998,112.226,,,100.889,99.057,94.798,,101.84,,100.033,108.521,89.684,95.575,93.564,97.527
1970-03-02,95.515,98.35,100.495,106.475,98.297,,100.642,91.998,112.226,,,100.889,99.057,94.798,,101.84,,100.033,108.521,89.684,95.575,93.564,97.527
1970-03-03,95.515,98.35,100.495,106.475,98.297,,100.642,91.998,112.226,,,100.889,99.057,94.798,,101.84,,100.033,108.521,89.684,95.575,93.564,97.527
1970-03-04,95.515,98.35,100.495,106.475,98.297,,100.642,91.998,112.226,,,100.889,99.057,94.798,,101.84,,100.033,108.521,89.684,95.575,93.564,97.527
1970-03-05,95.515,98.35,100.495,106.475,98.297,,100.642,91.998,112.226,,,100.889,99.057,94.798,,101.84,,100.033,108.521,89.684,95.575,93.564,97.527
1970-03-06,95.515,98.35,100.495,106.475,98.297,,100.642,91.998,112.226,,,100.889,99.057,94.798,,101.84,,100.033,108.521,89.684,95.575,93.564,97.527
1970-03-09,95.515,98.35,100.495,106.475,98.297,,100.642,91.998,112.226,,,100.889,99.057,94.798,,101.84,,100.033,108.521,89.684,95.575,93.564,97.527
1970-03-10,95.515,98.35,100.495,106.475,98.297,,100.642,91.998,112.226,,,100.889,99.057,94.798,,101.84,,100.033,108.521,89.684,95.575,93.564,97.527
1970-03-11,95.515,98.35,100.495,106.475,98.297,,100.642,91.998,112.226,,,100.889,99.057,94.798,,101.84,,100.033,108.521,89.684,95.575,93.564,97.527
1970-03-12,95.515,98.35,100.495,106.475,98.297,,100.642,91.998,112.226,,,100.889,99.057,94.798,,101.84,,100.033,108.521,89.684,95.575,93.564,97.527
1970-03-13,95.515,98.35,100.495,106.475,98.297,,100.642,91.998,112.226,,,100.889,99.057,94.798,,101.84,,100.033,108.521,89.684,95.575,93.564,97.527
1970-03-16,95.515,98.35,100.495,106.475,98.297,,100.642,91.998,112.226,,,100.889,99.057,94.798,,101.84,,100.033,108.521,89.684,95.575,93.564,97.527
1970-03-17,95.515,98.35,100.495,106.475,98.297,,100.642,91.998,112.226,,,100.889,99.057,94.798,,101.84,,100.033,108.521,89.684,95.575,93.564,97.527
1970-03-18,95.515,98.35,100.495,106.475,98.297,,100.642,91.998,112.226,,,100.889,99.057,94.798,,101.84,,100.033,108.521,89.684,95.575,93.564,97.527
1970-03-19,95.515,98.35,100.495,106.475,98.297,,100.642,91.998,112.226,,,100.889,99.057,94.798,,101.84,,100.033,108.521,89.684,95.575,93.564,97.527
1970-03-20,95.515,98.35,100.495,106.475,98.297,,100.642,91.998,112.226,,,100.889,99.057,94.798,,101.84,,100.033,108.521,89.684,95.575,93.564,97.527
1970-03-23,95.515,98.35,100.495,106.475,98.297,,100.642,91.998,112.226,,,100.889,99.057,94.798,,101.84,,100.033,108.521,89.684,95.575,93.564,97.527
1970-03-24,95.515,98.35,100.495,106.475,98.297,,100.642,91.998,112.226,,,100.889,99.057,94.798,,101.84,,100.033,108.521,89.684,95.575,93.564,97.527
1970-03-25,95.515,98.35,100.495,106.475,98.297,,100.642,91.998,112.226,,,100.889,99.057,94.798,,101.84,,100.033,108.521,89.684,95.575,93.564,97.527
1970-03-26,95.515,98.35,100.495,106.475,98.297,,100.642,91.998,112.226,,,100.889,99.057,94.798,,101.84,,100.033,108.521,89.684,95.575,93.564,97.527
1970-03-27,95.515,98.35,100.495,106.475,98.297,,100.642,91.998,112.226,,,100.889,99.057,94.798,,101.84,,100.033,108.521,89.684,95.575,93.564,97.527
1970-03-30,95.515,98.35,100.495,106.475,98.297,,100.642,91.998,112.226,,,100.889,99.057,94.798,,101.84,,100.033,108.521,89.684,95.575,93.564,97.527
1970-03-31,95.075,97.544,100.754,107.304,95.519,,99.325,92.632,116.391,,,104.277,102.793,95.802,,106.649,,97.257,104.967,92.021,95.379,95.651,97.829
1970-04-01,95.075,97.544,100.754,107.304,95.519,,99.325,92.632,116.391,,,104.277,102.793,95.802,,106.649,,97.257,104.967,92.021,95.379,95.651,97.829
1970-04-02,95.075,97.544,100.754,107.304,95.519,,99.325,92.632,116.391,,,104.277,102.793,95.802,,106.649,,97.257,104.967,92.021,95.379,95.651,97.829
1970-04-03,95.075,97.544,100.754,107.304,95.519,,99.325,92.632,116.391,,,104.277,102.793,95.802,,106.649,,97.257,104.967,92.021,95.379,95.651,97.829
1970-04-06,95.075,97.544,100.754,107.304,95.519,,99.325,92.632,116.391,,,104.277,102.793,95.802,,106.649,,97.257,104.967,92.021,95.379,95.651,97.829
1970-04-07,95.075,97.544,100.754,107.304,95.519,,99.325,92.632,116.391,,,104.277,102.793,95.802,,106.649,,97.257,104.967,92.021,95.379,95.651,97.829
1970-04-08,95.075,97.544,100.754,107.304,95.519,,99.325,92.632,116.391,,,104.277,102.793,95.802,,106.649,,97.257,104.967,92.021,95.379,95.651,97.829
1970-04-09,95.075,97.544,100.754,107.304,95.519,,99.325,92.632,116.391,,,104.277,102.793,95.802,,106.649,,97.257,104.967,92.021,95.379,95.651,97.829
1970-04-10,95.075,97.544,100.754,107.304,95.519,,99.325,92.632,116.391,,,104.277,102.793,95.802,,106.649,,97.257,104.967,92.021,95.379,95.651,97.829
1970-04-13,95.075,97.544,100.754,107.304,95.519,,99.325,92.632,116.391,,,104.277,102.793,95.802,,106.649,,97.257,104.967,92.021,95.379,95.651,97.829
1970-04-14,95.075,97.544,100.754,107.304,95.519,,99.325,92.632,116.391,,,104.277,102.793,95.802,,106.649,,97.257,104.967,92.021,95.379,95.651,97.829
1970-04-15,95.075,97.544,100.754,107.304,95.519,,99.325,92.632,116.391,,,104.277,102.793,95.802,,106.649,,97.257,104.967,92.021,95.379,95.651,97.829
1970-04-16,95.075,97.544,100.754,107.304,95.519,,99.325,92.632,116.391,,,104.277,102.793,95.802,,106.649,,97.257,104.967,92.021,95.379,95.651,97.829
1970-04-17,95.075,97.544,100.754,107.304,95.519,,99.325,92.632,116.391,,,104.277,102.793,95.802,,106.649,,97.257,104.967,92.021,95.379,95.651,97.829
1970-04-20,95.075,97.544,100.754,107.304,95.519,,99.325,92.632,116.391,,,104.277,102.793,95.802,,106.649,,97.257,104.967,92.021,95.379,95.651,97.829
1970-04-21,95.075,97.544,100.754,107.304,95.519,,99.325,92.632,116.391,,,104.277,102.793,95.802,,106.649,,97.257,104.967,92.021,95.379,95.651,97.829
1970-04-22,95.075,97.544,100.754,107.304,95.519,,99.325,92.632,116.391,,,104.277,102.793,95.802,,106.649,,97.257,104.967,92.021,95.379,95.651,97.829
1970-04-23,95.075,97.544,100.754,107.304,95.519,,99.325,92.632,116.391,,,104.277,102.793,95.802,,106.649,,97.257,104.967,92.021,95.379,95.651,97.829
1970-04-24,95.075,97.544,100.754,107.304,95.519,,99.325,92.632,116.391,,,104.277,102.793,95.802,,106.649,,97.257,104.967,92.021,95.379,95.651,97.829
1970-04-27,95.075,97.544,100.754,107.304,95.519,,99.325,92.632,116.391,,,104.277,102.793,95.802,,106.649,,97.257,104.967,92.021,95.379,95.651,97.829
1970-04-28,95.075,97.544,100.754,107.304,95.519,,99.325,92.632,116.391,,,104.277,102.793,95.802,,106.649,,97.257,104.967,92.021,95.379,95.651,97.829
1970-04-29,95.075,97.544,100.754,107.304,95.519,,99.325,92.632,116.391,,,104.277,102.793,95.802,,106.649,,97.257,104.967,92.021,95.379,95.651,97.829
1970-04-30,84.313,99.827,99.313,94.786,91.589,,93.254,88.161,116.488,,,103.795,90.061,89.534,,103.643,,90.926,96.282,82.543,86.184,85.666,89.088
1970-05-01,84.313,99.827,99.313,94.786,91.589,,93.254,88.161,116.488,,,103.795,90.061,89.534,,103.643,,90.926,96.282,82.543,86.184,85.666,89.088
1970-05-04,84.313,99.827,99.313,94.786,91.589,,93.254,88.161,116.488,,,103.795,90.061,89.534,,103.643,,90.926,96.282,82.543,86.184,85.666,89.088
1970-05-05,84.313,99.827,99.313,94.786,91.589,,93.254,88.161,116.488,,,103.795,90.061,89.534,,103.643,,90.926,96.282,82.543,86.184,85.666,89.088
1970-05-06,84.313,99.827,99.313,94.786,91.589,,93.254,88.161,116.488,,,103.795,90.061,89.534,,103.643,,90.926,96.282,82.543,86.184,85.666,89.088
1970-05-07,84.313,99.827,99.313,94.786,91.589,,93.254,88.161,116.488,,,103.795,90.061,89.534,,103.643,,90.926,96.282,82.543,86.184,85.666,89.088
1970-05-08,84.313,99.827,99.313,94.786,91.589,,93.254,88.161,116.488,,,103.795,90.061,89.534,,103.643,,90.926,96.282,82.543,86.184,85.666,89.088
1970-05-11,84.313,99.827,99.313,94.786,91.589,,93.254,88.161,116.488,,,103.795,90.061,89.534,,103.643,,90.926,96.282,82.543,86.184,85.666,89.088
1970-05-12,84.313,99.827,99.313,94.786,91.589,,93.254,88.161,116.488,,,103.795,90.061,89.534,,103.643,,90.926,96.282,82.543,86.184,85.666,89.088
1970-05-13,84.313,99.827,99.313,94.786,91.589,,93.254,88.161,116.488,,,103.795,90.061,89.534,,103.643,,90.926,96.282,82.543,86.184,85.666,89.088
1970-05-14,84.313,99.827,99.313,94.786,91.589,,93.254,88.161,116.488,,,103.795,90.061,89.534,,103.643,,90.926,96.282,82.543,86.184,85.666,89.088
1970-05-15,84.313,99.827,99.313,94.786,91.589,,93.254,88.161,116.488,,,103.795,90.061,89.534,,103.643,,90.926,96.282,82.543,86.184,85.666,89.088
1970-05-18,84.313,99.827,99.313,94.786,91.589,,93.254,88.161,116.488,,,103.795,90.061,89.534,,103.643,,90.926,96.282,82.543,86.184,85.666,89.088
1970-05-19,84.313,99.827,99.313,94.786,91.589,,93.254,88.161,116.488,,,103.795,90.061,89.534,,103.643,,90.926,96.282,82.543,86.184,85.666,89.088
1970-05-20,84.313,99.827,99.313,94.786,91.589,,93.254,88.161,116.488,,,103.795,90.061,89.534,,103.643,,90.926,96.282,82.543,86.184,85.666,89.088
1970-05-21,84.313,99.827,99.313,94.786,91.589,,93.254,88.161,116.488,,,103.795,90.061,89.534,,103.643,,90.926,96.282,82.543,86.184,85.666,89.088
1970-05-22,84.313,99.827,99.313,94.786,91.589,,93.254,88.161,116.488,,,103.795,90.061,89.534,,103.643,,90.926,96.282,82.543,86.184,85.666,89.088
1970-05-25,84.313,99.827,99.313,94.786,91.589,,93.254,88.161,116.488,,,103.795,90.061,89.534,,103.643,,90.926,96.282,82.543,86.184,85.666,89.088
1970-05-26,84.313,99.827,99.313,94.786,91.589,,93.254,88.161,116.488,,,103.795,90.061,89.534,,103.643,,90.926,96.282,82.543,86.184,85.666,89.088
1970-05-27,84.313,99.827,99.313,94.786,91.589,,93.254,88.161,116.488,,,103.795,90.061,89.534,,103.643,,90.926,96.282,82.543,86.184,85.666,89.088
1970-05-28,84.313,99.827,99.313,94.786,91.589,,93.254,88.161,116.488,,,103.795,90.061,89.534,,103.643,,90.926,96.282,82.543,86.184,85.666,89.088
1970-05-29,78.733,99.682,95.123,85.524,87.684,,90.563,79.689,112.89,,,93.792,87.377,87.087,,99.426,,90.394,91.612,76.661,83.853,81.149,83.789
1970-06-01,78.733,99.682,95.123,85.524,87.684,,90.563,79.689,112.89,,,93.792,87.377,87.087,,99.426,,90.394,91.612,76.661,83.853,81.149,83.789
1970-06-02,78.733,99.682,95.123,85.524,87.684,,90.563,79.689,112.89,,,93.792,87.377,87.087,,99.426,,90.394,91.612,76.661,83.853,81.149,83.789
1970-06-03,78.733,99.682,95.123,85.524,87.684,,90.563,79.689,112.89,,,93.792,87.377,87.087,,99.426,,90.394,91.612,76.661,83.853,81.149,83.789
1970-06-04,78.733,99.682,95.123,85.524,87.684,,90.563,79.689,112.89,,,93.792,87.377,87.087,,99.426,,90.394,91.612,76.661,83.853,81.149,83.789
1970-06-05,78.733,99.682,95.123,85.524,87.684,,90.563,79.689,112.89,,,93.792,87.377,87.087,,99.426,,90.394,91.612,76.661,83.853,81.149,83.789
1970-06-08,78.733,99.682,95.123,85.524,87.684,,90.563,79.689,112.89,,,93.792,87.377,87.087,,99.426,,90.394,91.612,76.661,83.853,81.149,83.789
1970-06-09,78.733,99.682,95.123,85.524,87.684,,90.563,79.689,112.89,,,93.792,87.377,87.087,,99.426,,90.394,91.612,76.661,83.853,81.149,83.789
1970-06-10,78.733,99.682,95.123,85.524,87.684,,90.563,79.689,112.89,,,93.792,87.377,87.087,,99.426,,90.394,91.612,76.661,83.853,81.149,83.789
1970-06-11,78.733,99.682,95.123,85.524,87.684,,90.563,79.689,112.89,,,93.792,87.377,87.087,,99.426,,90.394,91.612,76.661,83.853,81.149,83.789
1970-06-12,78.733,99.682,95.123,85.524,87.684,,90.563,79.689,112.89,,,93.792,87.377,87.087,,99.426,,90.394,91.612,76.661,83.853,81.149,83.789
1970-06-15,78.733,99.682,95.123,85.524,87.684,,90.563,79.689,112.89,,,93.792,87.377,87.087,,99.426,,90.394,91.612,76.661,83.853,81.149,83.789
1970-06-16,78.733,99.682,95.123,85.524,87.684,,90.563,79.689,112.89,,,93.792,87.377,87.087,,99.426,,90.394,91.612,76.661,83.853,81.149,83.789
1970-06-17,78.733,99.682,95.123,85.524,87.684,,90.563,79.689,112.89,,,93.792,87.377,87.087,,99.426,,90.394,91.612,76.661,83.853,81.149,83.789
1970-06-18,78.733,99.682,95.123,85.524,87.684,,90.563,79.689,112.89,,,93.792,87.377,87.087,,99.426,,90.394,91.612,76.661,83.853,81.149,83.789
1970-06-19,78.733,99.682,95.123,85.524,87.684,,90.563,79.689,112.89,,,93.792,87.377,87.087,,99.426,,90.394,91.612,76.661,83.853,81.149,83.789
1970-06-22,78.733,99.682,95.123,85.524,87.684,,90.563,79.689,112.89,,,93.792,87.377,87.087,,99.426,,90.394,91.612,76.661,83.853,81.149,83.789
1970-06-23,78.733,99.682,95.123,85.524,87.684,,90.563,79.689,112.89,,,93.792,87.377,87.087,,99.426,,90.394,91.612,76.661,83.853,81.149,83.789
1970-06-24,78.733,99.682,95.123,85.524,87.684,,90.563,79.689,112.89,,,93.792,87.377,87.087,,99.426,,90.394,91.612,76.661,83.853,81.149,83.789
1970-06-25,78.733,99.682,95.123,85.524,87.684,,90.563,79.689,112.89,,,93.792,87.377,87.087,,99.426,,90.394,91.612,76.661,83.853,81.149,83.789
1970-06-26,78.733,99.682,95.123,85.524,87.684,,90.563,79.689,112.89,,,93.792,87.377,87.087,,99.426,,90.394,91.612,76.661,83.853,81.149,83.789
1970-06-29,78.733,99.682,95.123,85.524,87.684,,90.563,79.689,112.89,,,93.792,87.377,87.087,,99.426,,90.394,91.612,76.661,83.853,81.149,83.789
1970-06-30,88.785,101.98,95.669,89.558,87.419,,88.219,76.548,117.959,,,89.173,88.687,86.835,,104.283,,90.81,94.853,81.849,84.178,84.601,80.099
1970-07-01,88.785,101.98,95.669,89.558,87.419,,88.219,76.548,117.959,,,89.173,88.687,86.835,,104.283,,90.81,94.853,81.849,84.178,84.601,80.099
1970-07-02,88.785,101.98,95.669,89.558,87.419,,88.219,76.548,117.959,,,89.173,88.687,86.835,,104.283,,90.81,94.853,81.849,84.178,84.601,80.099
1970-07-03,88.785,101.98,95.669,89.558,87.419,,88.219,76.548,117.959,,,89.173,88.687,86.835,,104.283,,90.81,94.853,81.849,84.178,84.601,80.099
1970-07-06,88.785,101.98,95.669,89.558,87.419,,88.219,76.548,117.959,,,89.173,88.687,86.835,,104.283,,90.81,94.853,81.849,84.178,84.601,80.099
1970-07-07,88.785,101.98,95.669,89.558,87.419,,88.219,76.548,117.959,,,89.173,88.687,86.835,,104.283,,90.81,94.853,81.849,84.178,84.601,80.099
1970-07-08,88.785,101.98,95.669,89.558,87.419,,88.219,76.548,117.959,,,89.173,88.687,86.835,,104.283,,90.81,94.853,81.849,84.178,84.601,80.099
1970-07-09,88.785,101.98,95.669,89.558,87.419,,88.219,76.548,117.959,,,89.173,88.687,86.835,,104.283,,90.81,94.853,81.849,84.178,84.601,80.099
1970-07-10,88.785,101.98,95.669,89.558,87.419,,88.219,76.548,117.959,,,89.173,88.687,86.835,,104.283,,90.81,94.853,81.849,84.178,84.601,80.099
1970-07-13,88.785,101.98,95.669,89.558,87.419,,88.219,76.548,117.959,,,89.173,88.687,86.835,,104.283,,90.81,94.853,81.849,84.178,84.601,80.099
1970-07-14,88.785,101.98,95.669,89.558,87.419,,88.219,76.548,117.959,,,89.173,88.687,86.835,,104.283,,90.81,94.853,81.849,84.178,84.601,80.099
1970-07-15,88.785,101.98,95.669,89.558,87.419,,88.219,76.548,117.959,,,89.173,88.687,86.835,,104.283,,90.81,94.853,81.849,84.178,84.601,80.099
1970-07-16,88.785,101.98,95.669,89.558,87.419,,88.219,76.548,117.959,,,89.173,88.687,86.835,,104.283,,90.81,94.853,81.849,84.178,84.601,80.099
1970-07-17,88.785,101.98,95.669,89.558,87.419,,88.219,76.548,117.959,,,89.173,88.687,86.835,,104.283,,90.81,94.853,81.849,84.178,84.601,80.099
1970-07-20,88.785,101.98,95.669,89.558,87.419,,88.219,76.548,117.959,,,89.173,88.687,86.835,,104.283,,90.81,94.853,81.849,84.178,84.601,80.099
1970-07-21,88.785,101.98,95.669,89.558,87.419,,88.219,76.548,117.959,,,89.173,88.687,86.835,,104.283,,90.81,94.853,81.849,84.178,84.601,80.099
1970-07-22,88.785,101.98,95.669,89.558,87.419,,88.219,76.548,117.959,,,89.173,88.687,86.835,,104.283,,90.81,94.853,81.849,84.178,84.601,80.099
1970-07-23,88.785,101.98,95.669,89.558,87.419,,88.219,76.548,117.959,,,89.173,88.687,86.835,,104.283,,90.81,94.853,81.849,84.178,84.601,80.099
1970-07-24,88.785,101.98,95.669,89.558,87.419,,88.219,76.548,117.959,,,89.173,88.687,86.835,,104.283,,90.81,94.853,81.849,84.178,84.601,80.099
1970-07-27,88.785,101.98,95.669,89.558,87.419,,88.219,76.548,117.959,,,89.173,88.687,86.835,,104.283,,90.81,94.853,81.849,84.178,84.601,80.099
1970-07-28,88.785,101.98,95.669,89.558,87.419,,88.219,76.548,117.959,,,89.173,88.687,86.835,,104.283,,90.81,94.853,81.849,84.178,84.601,80.099
1970-07-29,88.785,101.98,95.669,89.558,87.419,,88.219,76.548,117.959,,,89.173,88.687,86.835,,104.283,,90.81,94.853,81.849,84.178,84.601,80.099
1970-07-30,88.785,101.98,95.669,89.558,87.419,,88.219,76.548,117.959,,,89.173,88.687,86.835,,104.283,,90.81,94.853,81.849,84.178,84.601,80.099
1970-07-31,91.499,102.928,100.958,95.705,83.824,,93.105,81.008,126.103,,,91.445,88.586,94.13,,111.49,,91.473,96.868,88.866,87.275,87.533,85.851
1970-08-03,91.499,102.928,100.958,95.705,83.824,,93.105,81.008,126.103,,,91.445,88.586,94.13,,111.49,,91.473,96.868,88.866,87.275,87.533,85.851
1970-08-04,91.499,102.928,100.958,95.705,83.824,,93.105,81.008,126.103,,,91.445,88.586,94.13,,111.49,,91.473,96.868,88.866,87.275,87.533,85.851
1970-08-05,91.499,102.928,100.958,95.705,83.824,,93.105,81.008,126.103,,,91.445,88.586,94.13,,111.49,,91.473,96.868,88.866,87.275,87.533,85.851
1970-08-06,91.499,102.928,100.958,95.705,83.824,,93.105,81.008,126.103,,,91.445,88.586,94.13,,111.49,,91.473,96.868,88.866,87.275,87.533,85.851
1970-08-07,91.499,102.928,100.958,95.705,83.824,,93.105,81.008,126.103,,,91.445,88.586,94.13,,111.49,,91.473,96.868,88.866,87.275,87.533,85.851
1970-08-10,91.499,102.928,100.958,95.705,83.824,,93.105,81.008,126.103,,,91.445,88.586,94.13,,111.49,,91.473,96.868,88.866,87.275,87.533,85.851
1970-08-11,91.499,102.928,100.958,95.705,83.824,,93.105,81.008,126.103,,,91.445,88.586,94.13,,111.49,,91.473,96.868,88.866,87.275,87.533,85.851
1970-08-12,91.499,102.928,100.958,95.705,83.824,,93.105,81.008,126.103,,,91.445,88.586,94.13,,111.49,,91.473,96.868,88.866,87.275,87.533,85.851
1970-08-13,91.499,102.928,100.958,95.705,83.824,,93.105,81.008,126.103,,,91.445,88.586,94.13,,111.49,,91.473,96.868,88.866,87.275,87.533,85.851
1970-08-14,91.499,102.928,100.958,95.705,83.824,,93.105,81.008,126.103,,,91.445,88.586,94.13,,111.49,,91.473,96.868,88.866,87.275,87.533,85.851
1970-08-17,91.499,102.928,100.958,95.705,83.824,,93.105,81.008,126.103,,,91.445,88.586,94.13,,111.49,,91.473,96.868,88.866,87.275,87.533,85.851
1970-08-18,91.499,102.928,100.958,95.705,83.824,,93.105,81.008,126.103,,,91.445,88.586,94.13,,111.49,,91.473,96.868,88.866,87.275,87.533,85.851
1970-08-19,91.499,102.928,100.958,95.705,83.824,,93.105,81.008,126.103,,,91.445,88.586,94.13,,111.49,,91.473,96.868,88.866,87.275,87.533,85.851
1970-08-20,91.499,102.928,100.958,95.705,83.824,,93.105,81.008,126.103,,,91.445,88.586,94.13,,111.49,,91.473,96.868,88.866,87.275,87.533,85.851
1970-08-21,91.499,102.928,100.958,95.705,83.824,,93.105,81.008,126.103,,,91.445,88.586,94.13,,111.49,,91.473,96.868,88.866,87.275,87.533,85.851
1970-08-24,91.499,102.928,100.958,95.705,83.824,,93.105,81.008,126.103,,,91.445,88.586,94.13,,111.49,,91.473,96.868,88.866,87.275,87.533,85.851
1970-08-25,91.499,102.928,100.958,95.705,83.824,,93.105,81.008,126.103,,,91.445,88.586,94.13,,111.49,,91.473,96.868,88.866,87.275,87.533,85.851
1970-08-26,91.499,102.928,100.958,95.705,83.824,,93.105,81.008,126.103,,,91.445,88.586,94.13,,111.49,,91.473,96.868,88.866,87.275,87.533,85.851
1970-08-27,91.499,102.928,100.958,95.705,83.824,,93.105,81.008,126.103,,,91.445,88.586,94.13,,111.49,,91.473,96.868,88.866,87.275,87.533,85.851
1970-08-28,91.499,102.928,100.958,95.705,83.824,,93.105,81.008,126.103,,,91.445,88.586,94.13,,111.49,,91.473,96.868,88.866,87.275,87.533,85.851
1970-08-31,90.662,107.071,100.293,99.774,87.926,,92.483,81.757,131.03,,,91.278,87.343,100.126,,122.538,,90.324,96.961,83.003,90.981,87.108,89.109
1970-09-01,90.662,107.071,100.293,99.774,87.926,,92.483,81.757,131.03,,,91.278,87.343,100.126,,122.538,,90.324,96.961,83.003,90.981,87.108,89.109
